Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,,,,,,
LTBH_243,BUILDING,BUILDING,400947.24N,0262435.69E,259.09,83.66,NO,,NO,,,,,,,,,,
LTBH_244,BUILDING,BUILDING,400947.38N,0262438.70E,245.94,83.66,NO,,NO,,,,,,,,,,
LTBH_245,BUILDING,BUILDING,400947.03N,0262440.62E,239.71,83.66,NO,,NO,,,,,,,,,,
LTBH_246,BUILDING,BUILDING,400947.74N,0262433.31E,264.11,83.66,NO,,NO,,,,,,,,,,
LTBH_247,BUILDING,BUILDING,400947.79N,0262439.59E,244.15,83.66,NO,,NO,,,,,,,,,,
LTBH_248,BUILDING,BUILDING,400948.60N,0262435.43E,260.58,83.66,NO,,NO,,,,,,,,,,
LTBH_249,BUILDING,BUILDING,400948.69N,0262441.66E,237.52,83.66,NO,,NO,,,,,,,,,,
LTBH_250,BUILDING,BUILDING,400948.52N,0262437.65E,252.06,83.66,NO,,NO,,,,,,,,,,
LTBH_251,BUILDING,BUILDING,400949.04N,0262443.04E,233.93,83.66,NO,,NO,,,,,,,,,,
LTBH_252,BUILDING,BUILDING,400949.07N,0262432.67E,264.11,83.66,NO,,NO,,,,,,,,,,
LTBH_253,BUILDING,BUILDING,400949.39N,0262439.38E,244.61,83.66,NO,,NO,,,,,,,,,,
LTBH_254,BUILDING,BUILDING,400949.47N,0262443.78E,231.21,83.66,NO,,NO,,,,,,,,,,
LTBH_255,BUILDING,BUILDING,400949.62N,0262434.66E,259.45,83.66,NO,,NO,,,,,,,,,,
LTBH_256,BUILDING,BUILDING,400949.86N,0262441.09E,239.74,83.66,NO,,NO,,,,,,,,,,
LTBH_257,BUILDING,BUILDING,400949.94N,0262444.72E,228.53,83.66,NO,,NO,,,,,,,,,,
LTBH_258,BUILDING,BUILDING,400950.21N,0262438.54E,246.12,83.66,NO,,NO,,,,,,,,,,
LTBH_259,BUILDING,BUILDING,400949.71N,0262436.74E,253.18,83.66,NO,,NO,,,,,,,,,,
LTBH_260,BUILDING,BUILDING,400950.86N,0262439.95E,241.23,83.66,NO,,NO,,,,,,,,,,
LTBH_261,BUILDING,BUILDING,400951.48N,0262431.44E,211.61,14.76,NO,,NO,,,,,,,,,,
LTBH_262,BUILDING,BUILDING,400951.41N,0262443.12E,242.77,93.50,NO,,NO,,,,,,,,,,
LTBH_263,BUILDING,BUILDING,400951.66N,0262446.17E,174.72,44.29,NO,,NO,,,,,,,,,,
LTBH_264,BUILDING,BUILDING,400951.23N,0262444.87E,234.07,93.50,NO,,NO,,,,,,,,,,
LTBH_265,BUILDING,BUILDING,400952.16N,0262438.88E,241.74,83.66,NO,,NO,,,,,,,,,,
LTBH_266,BUILDING,BUILDING,400950.46N,0262434.95E,186.49,14.76,NO,,NO,,,,,,,,,,
LTBH_267,BUILDING,BUILDING,400953.76N,0262700.83E,264.26,14.76,NO,,NO,,,,,,,,,,
LTBH_268,BUILDING,BUILDING,400952.77N,0262437.34E,224.03,63.98,NO,,NO,,,,,,,,,,
LTBH_269,BUILDING,BUILDING,400953.35N,0262438.63E,222.10,63.98,NO,,NO,,,,,,,,,,
LTBH_270,BUILDING,BUILDING,400952.77N,0262435.97E,226.24,63.98,NO,,NO,,,,,,,,,,
LTBH_271,BUILDING,BUILDING,400954.85N,0262748.84E,354.32,14.76,NO,,NO,,,,,,,,,,
LTBH_272,BUILDING,BUILDING,400954.44N,0262442.31E,175.00,24.61,NO,,NO,,,,,,,,,,
LTBH_273,BUILDING,BUILDING,400955.14N,0262437.51E,222.57,63.98,NO,,NO,,,,,,,,,,
LTBH_274,BUILDING,BUILDING,400954.47N,0262435.57E,225.97,63.98,NO,,NO,,,,,,,,,,
LTBH_275,BUILDING,BUILDING,400955.93N,0262438.88E,240.12,83.66,NO,,NO,,,,,,,,,,
LTBH_276,BUILDING,BUILDING,400956.21N,0262437.12E,222.30,63.98,NO,,NO,,,,,,,,,,
LTBH_277,BUILDING,BUILDING,400956.23N,0262439.78E,238.16,83.66,NO,,NO,,,,,,,,,,
LTBH_278,BUILDING,BUILDING,400956.35N,0262435.41E,223.55,63.98,NO,,NO,,,,,,,,,,
LTBH_279,BUILDING,BUILDING,400956.53N,0262440.67E,236.44,83.66,NO,,NO,,,,,,,,,,
LTBH_280,BUILDING,BUILDING,400956.64N,0262449.98E,177.09,44.29,NO,,NO,,,,,,,,,,
LTBH_281,BUILDING,BUILDING,400956.83N,0262441.57E,234.51,83.66,NO,,NO,,,,,,,,,,
LTBH_282,BUILDING,BUILDING,400957.09N,0262448.14E,190.97,54.13,NO,,NO,,,,,,,,,,
LTBH_283,BUILDING,BUILDING,400957.13N,0262442.48E,232.19,83.66,NO,,NO,,,,,,,,,,
LTBH_284,BUILDING,BUILDING,400957.06N,0262449.45E,189.03,54.13,NO,,NO,,,,,,,,,,
LTBH_285,BUILDING,BUILDING,400957.42N,0262436.74E,220.34,63.98,NO,,NO,,,,,,,,,,
LTBH_286,BUILDING,BUILDING,400958.25N,0262449.98E,180.11,44.29,NO,,NO,,,,,,,,,,
LTBH_287,BUILDING,BUILDING,400957.82N,0262444.97E,182.09,34.45,NO,,NO,,,,,,,,,,
LTBH_288,BUILDING,BUILDING,400959.76N,0262710.93E,264.11,34.45,NO,,NO,,,,,,,,,,
LTBH_289,BUILDING,BUILDING,400959.78N,0262443.49E,180.32,34.45,NO,,NO,,,,,,,,,,
LTBH_290,BUILDING,BUILDING,401000.35N,0262452.51E,177.22,44.29,NO,,NO,,,,,,,,,,
LTBH_291,BUILDING,BUILDING,401000.64N,0262437.08E,182.19,34.45,NO,,NO,,,,,,,,,,
LTBH_292,BUILDING,BUILDING,401001.57N,0262456.10E,189.87,63.98,NO,,NO,,,,,,,,,,
LTBH_293,BUILDING,BUILDING,401001.72N,0262457.54E,181.99,63.98,NO,,NO,,,,,,,,,,
LTBH_294,BUILDING,BUILDING,401001.76N,0262445.51E,175.16,34.45,NO,,NO,,,,,,,,,,
LTBH_295,BUILDING,BUILDING,401004.27N,0262704.77E,235.43,14.76,NO,,NO,,,,,,,,,,
LTBH_296,BUILDING,BUILDING,401004.76N,0262705.18E,242.31,14.76,NO,,NO,,,,,,,,,,
LTBH_297,BUILDING,BUILDING,401004.53N,0262702.77E,226.28,14.76,NO,,NO,,,,,,,,,,
LTBH_298,BUILDING,BUILDING,401005.37N,0262706.70E,249.96,14.76,NO,,NO,,,,,,,,,,
LTBH_299,BUILDING,BUILDING,401004.81N,0262705.58E,245.92,14.76,NO,,NO,,,,,,,,,,
LTBH_300,BUILDING,BUILDING,401005.67N,0262707.20E,252.44,14.76,NO,,NO,,,,,,,,,,
LTBH_301,BUILDING,BUILDING,401005.78N,0262706.84E,252.13,14.76,NO,,NO,,,,,,,,,,
LTBH_302,BUILDING,BUILDING,401005.79N,0262708.39E,255.52,14.76,NO,,NO,,,,,,,,,,
LTBH_303,BUILDING,BUILDING,401005.93N,0262701.19E,236.67,24.61,NO,,NO,,,,,,,,,,
LTBH_304,BUILDING,BUILDING,401005.98N,0262706.23E,260.67,24.61,NO,,NO,,,,,,,,,,
LTBH_305,BUILDING,BUILDING,401006.16N,0262705.27E,248.00,14.76,NO,,NO,,,,,,,,,,
LTBH_306,BUILDING,BUILDING,401006.11N,0262703.78E,252.35,24.61,NO,,NO,,,,,,,,,,
LTBH_307,BUILDING,BUILDING,401006.33N,0262703.13E,237.36,14.76,NO,,NO,,,,,,,,,,
LTBH_308,BUILDING,BUILDING,401006.53N,0262704.97E,248.09,14.76,NO,,NO,,,,,,,,,,
LTBH_309,BUILDING,BUILDING,401006.64N,0262709.79E,261.90,14.76,NO,,NO,,,,,,,,,,
LTBH_310,BUILDING,BUILDING,401006.62N,0262704.54E,247.01,14.76,NO,,NO,,,,,,,,,,
LTBH_311,BUILDING,BUILDING,401006.71N,0262706.56E,255.03,14.76,NO,,NO,,,,,,,,,,
LTBH_312,BUILDING,BUILDING,401006.63N,0262700.79E,230.17,14.76,NO,,NO,,,,,,,,,,
LTBH_313,BUILDING,BUILDING,401006.64N,0262705.65E,260.63,24.61,NO,,NO,,,,,,,,,,
LTBH_314,BUILDING,BUILDING,401006.86N,0262707.08E,256.36,14.76,NO,,NO,,,,,,,,,,
LTBH_315,BUILDING,BUILDING,401006.93N,0262707.61E,268.11,24.61,NO,,NO,,,,,,,,,,
LTBH_316,BUILDING,BUILDING,401006.92N,0262714.80E,273.71,14.76,NO,,NO,,,,,,,,,,
LTBH_317,BUILDING,BUILDING,401007.00N,0262714.07E,281.32,24.61,NO,,NO,,,,,,,,,,
LTBH_318,BUILDING,BUILDING,401007.11N,0262705.74E,252.83,14.76,NO,,NO,,,,,,,,,,
LTBH_319,BUILDING,BUILDING,401007.20N,0262700.45E,232.79,14.76,NO,,NO,,,,,,,,,,
LTBH_320,BUILDING,BUILDING,401007.23N,0262708.37E,261.50,14.76,NO,,NO,,,,,,,,,,
LTBH_321,BUILDING,BUILDING,401007.20N,0262712.34E,279.69,24.61,NO,,NO,,,,,,,,,,
LTBH_322,BUILDING,BUILDING,401007.38N,0262704.88E,250.67,14.76,NO,,NO,,,,,,,,,,
LTBH_323,BUILDING,BUILDING,401007.50N,0262711.37E,270.18,14.76,NO,,NO,,,,,,,,,,
LTBH_324,BUILDING,BUILDING,401007.56N,0262714.88E,279.88,14.76,NO,,NO,,,,,,,,,,
LTBH_325,BUILDING,BUILDING,401007.61N,0262713.44E,284.87,24.61,NO,,NO,,,,,,,,,,
LTBH_326,BUILDING,BUILDING,401007.53N,0262706.67E,256.71,14.76,NO,,NO,,,,,,,,,,
LTBH_327,BUILDING,BUILDING,401007.61N,0262705.74E,254.12,14.76,NO,,NO,,,,,,,,,,
LTBH_328,BUILDING,BUILDING,401007.65N,0262659.87E,232.48,14.76,NO,,NO,,,,,,,,,,
LTBH_329,BUILDING,BUILDING,401007.67N,0262700.63E,236.47,14.76,NO,,NO,,,,,,,,,,
LTBH_330,BUILDING,BUILDING,401007.75N,0262704.72E,250.77,14.76,NO,,NO,,,,,,,,,,
LTBH_331,BUILDING,BUILDING,401007.74N,0262705.36E,262.88,24.61,NO,,NO,,,,,,,,,,
LTBH_332,BUILDING,BUILDING,401007.91N,0262659.40E,233.03,14.76,NO,,NO,,,,,,,,,,
LTBH_333,BUILDING,BUILDING,401007.96N,0262704.27E,249.69,14.76,NO,,NO,,,,,,,,,,
LTBH_334,BUILDING,BUILDING,401007.86N,0262658.74E,231.02,14.76,NO,,NO,,,,,,,,,,
LTBH_335,BUILDING,BUILDING,401008.19N,0262705.42E,264.17,24.61,NO,,NO,,,,,,,,,,
LTBH_336,BUILDING,BUILDING,401008.33N,0262710.23E,281.85,24.61,NO,,NO,,,,,,,,,,
LTBH_337,BUILDING,BUILDING,401008.07N,0262701.04E,249.99,24.61,NO,,NO,,,,,,,,,,
LTBH_338,BUILDING,BUILDING,401007.78N,0262502.52E,173.50,63.98,NO,,NO,,,,,,,,,,
LTBH_339,BUILDING,BUILDING,401008.37N,0262659.53E,236.10,14.76,NO,,NO,,,,,,,,,,
LTBH_340,BUILDING,BUILDING,401007.89N,0262459.94E,178.27,63.98,NO,,NO,,,,,,,,,,
LTBH_341,BUILDING,BUILDING,401008.46N,0262704.66E,261.74,24.61,NO,,NO,,,,,,,,,,
LTBH_342,BUILDING,BUILDING,401008.53N,0262705.57E,255.51,14.76,NO,,NO,,,,,,,,,,
LTBH_343,BUILDING,BUILDING,401007.95N,0262458.71E,184.30,63.98,NO,,NO,,,,,,,,,,
LTBH_344,BUILDING,BUILDING,401008.64N,0262700.01E,239.14,14.76,NO,,NO,,,,,,,,,,
LTBH_345,BUILDING,BUILDING,401008.69N,0262706.93E,270.74,24.61,NO,,NO,,,,,,,,,,
LTBH_346,BUILDING,BUILDING,401008.74N,0262714.97E,294.88,14.76,NO,,NO,,,,,,,,,,
LTBH_347,BUILDING,BUILDING,401008.70N,0262704.33E,259.00,24.61,NO,,NO,,,,,,,,,,
LTBH_348,BUILDING,BUILDING,401008.81N,0262657.86E,232.70,14.76,NO,,NO,,,,,,,,,,
LTBH_349,BUILDING,BUILDING,401008.96N,0262715.35E,298.63,14.76,NO,,NO,,,,,,,,,,
LTBH_350,BUILDING,BUILDING,401008.95N,0262701.50E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_351,BUILDING,BUILDING,401008.02N,0262456.92E,190.33,63.98,NO,,NO,,,,,,,,,,
LTBH_352,BUILDING,BUILDING,401008.97N,0262703.88E,246.41,14.76,NO,,NO,,,,,,,,,,
LTBH_353,BUILDING,BUILDING,401008.96N,0262701.11E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_354,BUILDING,BUILDING,401009.05N,0262658.32E,245.10,24.61,NO,,NO,,,,,,,,,,
LTBH_355,BUILDING,BUILDING,401008.80N,0262659.15E,237.48,14.76,NO,,NO,,,,,,,,,,
LTBH_356,BUILDING,BUILDING,401009.19N,0262706.02E,256.59,14.76,NO,,NO,,,,,,,,,,
LTBH_357,BUILDING,BUILDING,401009.19N,0262700.69E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_358,BUILDING,BUILDING,401008.76N,0262501.91E,174.28,63.98,NO,,NO,,,,,,,,,,
LTBH_359,BUILDING,BUILDING,401009.40N,0262702.48E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_360,BUILDING,BUILDING,401008.83N,0262500.00E,178.11,63.98,NO,,NO,,,,,,,,,,
LTBH_361,BUILDING,BUILDING,401009.42N,0262701.95E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_362,BUILDING,BUILDING,401009.49N,0262706.69E,258.69,14.76,NO,,NO,,,,,,,,,,
LTBH_363,BUILDING,BUILDING,401008.89N,0262458.67E,180.52,63.98,NO,,NO,,,,,,,,,,
LTBH_364,BUILDING,BUILDING,401009.98N,0262704.55E,247.62,14.76,NO,,NO,,,,,,,,,,
LTBH_365,BUILDING,BUILDING,401010.20N,0262704.65E,248.35,14.76,NO,,NO,,,,,,,,,,
LTBH_366,BUILDING,BUILDING,401010.19N,0262701.54E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_367,BUILDING,BUILDING,401010.15N,0262650.61E,197.47,14.76,NO,,NO,,,,,,,,,,
LTBH_368,BUILDING,BUILDING,401010.41N,0262703.17E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_369,BUILDING,BUILDING,401009.88N,0262708.83E,270.74,14.76,NO,,NO,,,,,,,,,,
LTBH_370,BUILDING,BUILDING,401010.37N,0262705.39E,251.18,14.76,NO,,NO,,,,,,,,,,
LTBH_371,BUILDING,BUILDING,401010.61N,0262701.69E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_372,BUILDING,BUILDING,401010.70N,0262656.58E,226.39,14.76,NO,,NO,,,,,,,,,,
LTBH_373,BUILDING,BUILDING,401010.81N,0262701.32E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_374,BUILDING,BUILDING,401010.85N,0262653.23E,211.61,14.76,NO,,NO,,,,,,,,,,
LTBH_375,BUILDING,BUILDING,401010.92N,0262700.85E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_376,BUILDING,BUILDING,401010.95N,0262657.85E,231.36,14.76,NO,,NO,,,,,,,,,,
LTBH_377,BUILDING,BUILDING,401011.05N,0262701.65E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_378,BUILDING,BUILDING,401010.74N,0262703.01E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_379,BUILDING,BUILDING,401011.02N,0262656.86E,235.55,24.61,NO,,NO,,,,,,,,,,
LTBH_380,BUILDING,BUILDING,401011.16N,0262656.35E,222.14,14.76,NO,,NO,,,,,,,,,,
LTBH_381,BUILDING,BUILDING,401011.24N,0262701.25E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_382,BUILDING,BUILDING,401011.35N,0262658.99E,235.56,14.76,NO,,NO,,,,,,,,,,
LTBH_383,BUILDING,BUILDING,401011.46N,0262659.69E,251.03,24.61,NO,,NO,,,,,,,,,,
LTBH_384,BUILDING,BUILDING,401011.64N,0262703.22E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_385,BUILDING,BUILDING,401011.84N,0262702.95E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_386,BUILDING,BUILDING,401011.71N,0262701.98E,253.81,24.61,NO,,NO,,,,,,,,,,
LTBH_387,BUILDING,BUILDING,401011.98N,0262704.71E,254.65,24.61,NO,,NO,,,,,,,,,,
LTBH_388,BUILDING,BUILDING,401012.16N,0262659.50E,238.29,14.76,NO,,NO,,,,,,,,,,
LTBH_389,BUILDING,BUILDING,401012.26N,0262704.75E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_390,BUILDING,BUILDING,401012.20N,0262700.45E,239.29,14.76,NO,,NO,,,,,,,,,,
LTBH_391,BUILDING,BUILDING,401012.34N,0262701.72E,252.88,24.61,NO,,NO,,,,,,,,,,
LTBH_392,BUILDING,BUILDING,401012.64N,0262704.63E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_393,BUILDING,BUILDING,401013.13N,0262716.11E,337.11,24.61,NO,,NO,,,,,,,,,,
LTBH_394,BUILDING,BUILDING,401013.14N,0262702.46E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_395,BUILDING,BUILDING,401013.38N,0262653.78E,211.61,14.76,NO,,NO,,,,,,,,,,
LTBH_396,BUILDING,BUILDING,401013.40N,0262700.94E,239.76,14.76,NO,,NO,,,,,,,,,,
LTBH_397,BUILDING,BUILDING,401013.57N,0262658.04E,230.16,14.76,NO,,NO,,,,,,,,,,
LTBH_398,BUILDING,BUILDING,401013.69N,0262659.17E,233.78,14.76,NO,,NO,,,,,,,,,,
LTBH_399,BUILDING,BUILDING,401013.50N,0262702.52E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_400,BUILDING,BUILDING,401013.71N,0262701.77E,252.44,24.61,NO,,NO,,,,,,,,,,
LTBH_401,BUILDING,BUILDING,401013.93N,0262655.71E,211.61,14.76,NO,,NO,,,,,,,,,,
LTBH_402,BUILDING,BUILDING,401014.07N,0262659.93E,236.62,14.76,NO,,NO,,,,,,,,,,
LTBH_403,BUILDING,BUILDING,401014.06N,0262656.73E,234.34,24.61,NO,,NO,,,,,,,,,,
LTBH_404,BUILDING,BUILDING,401014.13N,0262702.16E,243.92,14.76,NO,,NO,,,,,,,,,,
LTBH_405,BUILDING,BUILDING,401014.20N,0262702.92E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_406,BUILDING,BUILDING,401014.32N,0262658.44E,241.44,24.61,NO,,NO,,,,,,,,,,
LTBH_407,BUILDING,BUILDING,401014.50N,0262703.50E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_408,BUILDING,BUILDING,401014.30N,0262654.41E,215.75,14.76,NO,,NO,,,,,,,,,,
LTBH_409,BUILDING,BUILDING,401014.57N,0262655.34E,218.47,14.76,NO,,NO,,,,,,,,,,
LTBH_410,BUILDING,BUILDING,401014.75N,0262715.81E,329.52,14.76,NO,,NO,,,,,,,,,,
LTBH_411,BUILDING,BUILDING,401014.67N,0262656.44E,224.13,14.76,NO,,NO,,,,,,,,,,
LTBH_412,BUILDING,BUILDING,401014.68N,0262702.57E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_413,BUILDING,BUILDING,401014.73N,0262656.21E,222.90,14.76,NO,,NO,,,,,,,,,,
LTBH_414,BUILDING,BUILDING,401014.84N,0262706.96E,253.70,14.76,NO,,NO,,,,,,,,,,
LTBH_415,BUILDING,BUILDING,401014.74N,0262701.76E,243.04,14.76,NO,,NO,,,,,,,,,,
LTBH_416,BUILDING,BUILDING,401014.89N,0262653.45E,232.24,24.61,NO,,NO,,,,,,,,,,
LTBH_417,BUILDING,BUILDING,401014.75N,0262656.91E,228.26,14.76,NO,,NO,,,,,,,,,,
LTBH_418,BUILDING,BUILDING,401014.97N,0262654.65E,232.78,24.61,NO,,NO,,,,,,,,,,
LTBH_419,BUILDING,BUILDING,401014.79N,0262703.92E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_420,BUILDING,BUILDING,401015.14N,0262656.02E,237.78,24.61,NO,,NO,,,,,,,,,,
LTBH_421,BUILDING,BUILDING,401015.16N,0262659.00E,235.47,14.76,NO,,NO,,,,,,,,,,
LTBH_422,BUILDING,BUILDING,401015.33N,0262656.86E,232.84,14.76,NO,,NO,,,,,,,,,,
LTBH_423,BUILDING,BUILDING,401015.52N,0262700.79E,239.17,14.76,NO,,NO,,,,,,,,,,
LTBH_424,BUILDING,BUILDING,401015.56N,0262701.39E,250.43,24.61,NO,,NO,,,,,,,,,,
LTBH_425,BUILDING,BUILDING,401015.53N,0262701.73E,251.90,24.61,NO,,NO,,,,,,,,,,
LTBH_426,BUILDING,BUILDING,401015.67N,0262704.48E,245.82,14.76,NO,,NO,,,,,,,,,,
LTBH_427,BUILDING,BUILDING,401015.65N,0262655.94E,241.58,24.61,NO,,NO,,,,,,,,,,
LTBH_428,BUILDING,BUILDING,401015.62N,0262653.70E,239.73,24.61,NO,,NO,,,,,,,,,,
LTBH_429,BUILDING,BUILDING,401015.38N,0262659.73E,247.51,24.61,NO,,NO,,,,,,,,,,
LTBH_430,BUILDING,BUILDING,401015.71N,0262655.36E,231.88,14.76,NO,,NO,,,,,,,,,,
LTBH_431,BUILDING,BUILDING,401015.91N,0262659.22E,240.17,14.76,NO,,NO,,,,,,,,,,
LTBH_432,BUILDING,BUILDING,401015.28N,0262715.86E,331.76,14.76,NO,,NO,,,,,,,,,,
LTBH_433,BUILDING,BUILDING,401015.88N,0262705.67E,251.64,14.76,NO,,NO,,,,,,,,,,
LTBH_434,BUILDING,BUILDING,401015.98N,0262657.10E,239.27,14.76,NO,,NO,,,,,,,,,,
LTBH_435,BUILDING,BUILDING,401016.06N,0262655.09E,246.09,24.61,NO,,NO,,,,,,,,,,
LTBH_436,BUILDING,BUILDING,401016.09N,0262701.63E,243.07,14.76,NO,,NO,,,,,,,,,,
LTBH_437,BUILDING,BUILDING,401016.23N,0262659.82E,242.28,14.76,NO,,NO,,,,,,,,,,
LTBH_438,BUILDING,BUILDING,401016.29N,0262658.65E,242.16,14.76,NO,,NO,,,,,,,,,,
LTBH_439,BUILDING,BUILDING,401016.19N,0262656.60E,240.96,14.76,NO,,NO,,,,,,,,,,
LTBH_440,BUILDING,BUILDING,401016.25N,0262657.90E,240.71,14.76,NO,,NO,,,,,,,,,,
LTBH_441,BUILDING,BUILDING,401016.30N,0262659.34E,252.87,24.61,NO,,NO,,,,,,,,,,
LTBH_442,BUILDING,BUILDING,401016.40N,0262656.08E,251.12,24.61,NO,,NO,,,,,,,,,,
LTBH_443,BUILDING,BUILDING,401016.52N,0262657.21E,244.07,14.76,NO,,NO,,,,,,,,,,
LTBH_444,BUILDING,BUILDING,401016.59N,0262701.42E,246.16,14.76,NO,,NO,,,,,,,,,,
LTBH_445,BUILDING,BUILDING,401016.61N,0262652.73E,247.67,24.61,NO,,NO,,,,,,,,,,
LTBH_446,BUILDING,BUILDING,401016.74N,0262659.77E,246.44,14.76,NO,,NO,,,,,,,,,,
LTBH_447,BUILDING,BUILDING,401016.87N,0262654.47E,251.99,24.61,NO,,NO,,,,,,,,,,
LTBH_448,BUILDING,BUILDING,401016.79N,0262658.30E,256.08,24.61,NO,,NO,,,,,,,,,,
LTBH_449,BUILDING,BUILDING,401016.81N,0262656.31E,245.97,14.76,NO,,NO,,,,,,,,,,
LTBH_450,BUILDING,BUILDING,401016.95N,0262657.82E,247.39,14.76,NO,,NO,,,,,,,,,,
LTBH_451,BUILDING,BUILDING,401017.04N,0262701.04E,248.33,14.76,NO,,NO,,,,,,,,,,
LTBH_452,BUILDING,BUILDING,401016.98N,0262650.93E,252.58,24.61,NO,,NO,,,,,,,,,,
LTBH_453,BUILDING,BUILDING,401016.93N,0262703.58E,260.51,24.61,NO,,NO,,,,,,,,,,
LTBH_454,BUILDING,BUILDING,401017.06N,0262705.34E,257.49,14.76,NO,,NO,,,,,,,,,,
LTBH_455,BUILDING,BUILDING,401017.25N,0262659.72E,250.05,14.76,NO,,NO,,,,,,,,,,
LTBH_456,BUILDING,BUILDING,401017.27N,0262700.17E,250.28,14.76,NO,,NO,,,,,,,,,,
LTBH_457,BUILDING,BUILDING,401017.18N,0262655.08E,254.88,24.61,NO,,NO,,,,,,,,,,
LTBH_458,BUILDING,BUILDING,401017.27N,0262702.29E,261.29,24.61,NO,,NO,,,,,,,,,,
LTBH_459,BUILDING,BUILDING,401017.44N,0262700.70E,261.56,24.61,NO,,NO,,,,,,,,,,
LTBH_460,BUILDING,BUILDING,401017.58N,0262657.63E,261.66,24.61,NO,,NO,,,,,,,,,,
LTBH_461,BUILDING,BUILDING,401017.60N,0262658.36E,261.57,24.61,NO,,NO,,,,,,,,,,
LTBH_462,BUILDING,BUILDING,401017.50N,0262650.13E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_463,BUILDING,BUILDING,401017.65N,0262659.02E,251.64,14.76,NO,,NO,,,,,,,,,,
LTBH_464,BUILDING,BUILDING,401017.64N,0262652.77E,254.48,24.61,NO,,NO,,,,,,,,,,
LTBH_465,BUILDING,BUILDING,401017.70N,0262652.18E,254.27,24.61,NO,,NO,,,,,,,,,,
LTBH_466,BUILDING,BUILDING,401017.80N,0262701.23E,274.15,34.45,NO,,NO,,,,,,,,,,
LTBH_467,BUILDING,BUILDING,401017.92N,0262700.36E,255.10,14.76,NO,,NO,,,,,,,,,,
LTBH_468,BUILDING,BUILDING,401017.91N,0262704.75E,262.68,14.76,NO,,NO,,,,,,,,,,
LTBH_469,BUILDING,BUILDING,401018.03N,0262707.63E,271.51,14.76,NO,,NO,,,,,,,,,,
LTBH_470,BUILDING,BUILDING,401018.22N,0262708.69E,276.59,14.76,NO,,NO,,,,,,,,,,
LTBH_471,BUILDING,BUILDING,401018.36N,0262659.74E,267.11,24.61,NO,,NO,,,,,,,,,,
LTBH_472,BUILDING,BUILDING,401018.16N,0262703.53E,259.33,14.76,NO,,NO,,,,,,,,,,
LTBH_473,BUILDING,BUILDING,401018.38N,0262656.48E,266.33,24.61,NO,,NO,,,,,,,,,,
LTBH_474,BUILDING,BUILDING,401018.51N,0262700.53E,258.94,14.76,NO,,NO,,,,,,,,,,
LTBH_475,BUILDING,BUILDING,401018.42N,0262714.26E,325.21,14.76,NO,,NO,,,,,,,,,,
LTBH_476,BUILDING,BUILDING,401018.24N,0262658.21E,256.12,14.76,NO,,NO,,,,,,,,,,
LTBH_477,BUILDING,BUILDING,401018.86N,0262658.67E,260.46,14.76,NO,,NO,,,,,,,,,,
LTBH_478,BUILDING,BUILDING,401018.56N,0262650.19E,244.42,14.76,NO,,NO,,,,,,,,,,
LTBH_479,BUILDING,BUILDING,401019.10N,0262651.29E,246.45,14.76,NO,,NO,,,,,,,,,,
LTBH_480,BUILDING,BUILDING,401019.60N,0262703.71E,279.08,24.61,NO,,NO,,,,,,,,,,
LTBH_481,BUILDING,BUILDING,401019.36N,0262702.66E,277.25,24.61,NO,,NO,,,,,,,,,,
LTBH_482,BUILDING,BUILDING,401019.98N,0262708.89E,315.34,24.61,NO,,NO,,,,,,,,,,
LTBH_483,BUILDING,BUILDING,401019.95N,0262702.20E,280.49,24.61,NO,,NO,,,,,,,,,,
LTBH_484,BUILDING,BUILDING,401019.78N,0262700.30E,268.45,14.76,NO,,NO,,,,,,,,,,
LTBH_485,BUILDING,BUILDING,401020.01N,0262650.25E,254.27,24.61,NO,,NO,,,,,,,,,,
